precio;titulo;dist_centro;long;lat;long_;lat_;metros;planta;tipo_vivienda;n_banos;n_habitaciones;barrio;ciudad;renta_media_barrio_persona;desc;ascensor;garaje;trastero
153000;Piso en Paseo Hospital Militar;7981.3378080852635;None;None;-88.18422671110491;20.69922675;95;1;Piso;2;2;Paseo Zorrilla-Campo Grande-Cuatro de Marzo (Valladolid Capital);Valladolid;25654.0;Oportunidad vivienda junto al campo grande de dos dormitorios, dos baños, cocina amueblada, muy soleado, terraza. Financiamos la compra de este inmueble al 100%!!!;1;0;0
199000;Piso en calle de Eusebio González Suárez;;None;None;;;115;6-10;Piso;2;4;Parquesol (Valladolid Capital);Valladolid;28580.0;Oportunidad vivienda totalmente reformada en Parquesol de cuatro dormitorios, dos baños, cocina amueblada, muy soleada, garaje, trastero, zonas comunes deportivas y piscina, excelente inversión!!!;1;1;1
230000;Piso en calle de San Ildefonso;0.5173033931109309;None;None;-4.7320541;41.6481349;110;3;Piso;2;4;Paseo Zorrilla-Campo Grande-Cuatro de Marzo (Valladolid Capital);Valladolid;25654.0;Amplia vivienda semireformada de 101 m2 útiles distribuida en cuatro dormitorios, baño, aseo, cocina y office junto a ella. <br/> La vivienda ha sido reformada recientemente, retocando baños y cocina, cambiando puerta de acceso blindada, caldera de Gas Natural Individual y ventanas oscilobatientes con cristales Climalit.  <br/> Situada en zona centro de Valladolid junto a la plaza Zorrilla con vistas al edificio de Caballería. El Edificio ha superado recientemente la inspección técnica, realizando la modernización de ascensor, portal, techo y fachadas.;1;0;0
61486;Piso en Valladolid;0.01856246264644492;None;None;-4.728562;41.6521328;85;3;Piso;1;3;Las Delicias (Valladolid Capital);Valladolid;18614.0;Edificio de seis alturas sobre rasante, planta baja destinada a locales comerciales, y resto de alturas a viviendas.<br/><br/>La vivienda se distribuye en tres dormitorios, salón, cocina y un baño.<br/><br/>Bien comunicado en el centro y resto de barrios de la capital mediante transporte urbano.<br/>..;0;0;0
148000;Piso en calle de la Peña Vieja;4.502932487563158;None;None;-4.7171165;41.612339;90;2;Piso;2;2;Pinar de Jalón (Valladolid Capital);Valladolid;20471.0;Piso de 90 m² en Valladolid. La amplitud de esta vivienda proporciona a una familia con niños todo el espacio que necesita. <br/><br/>Se encuentra en un 2º piso con ascensor y dispone de amplio y luminoso salón, cocina amueblada, completamente independiente del resto de estancias y equipada con electrodomésticos, dos dormitorios y dos cuartos de baño completos. Además, el piso cuenta con armarios empotrados y trastero, para optimizar tu espacio de almacenaje. El inmueble es todo exterior, la urbanización cuenta con jardín comunitario en el que aprovecharás el buen tiempo, piscina comunitaria para que disfrutes de los días de calor, campo de pádel y zona de juegos infantiles. Este piso, situado en una vía de fácil acceso, tiene 1 plaza de garaje para que puedas aparcar con mayor comodidad. <br/><br/>Con orientación este, en esta casa disfrutarás del sol por las mañanas. La vivienda, se vende amueblada y en buen estado, lista para entrar a vivir. En cuanto a las calidades, este piso cuenta con calefacción de gas, carpintería exterior de aluminio con climalit, suelos de parquet, que da mucha calidez a la vivienda y para mayor seguridad la puerta principal es blindada. <br/><br/>Esta casa está situada en una zona bien comunicada, frente a la futura ciudad deportiva del Real Valladolid, muy cerca de la parada de autobús y la estación de tren. Para mayor comodidad, la vivienda se encuentra muy cerca de un centro médico, un colegio, supermercados y todos los servicios. <br/><br/>De particular a particular. Sin comisiones. Llámanos y visita esta vivienda.<br/>h1o1u0s7e7l0l;1;1;1
515000;Apartamento en Plaza de Zorrilla;0.4626137634879424;None;None;-4.729828975214877;41.6479189;215;1;Piso;3;4;Centro (Valladolid Capital);Valladolid;32596.0;ALARIFES INMOBILIARIA. Exclusiva vivienda en Paseo Zorrilla, junto Plaza Zorrilla y frente Campo Grande. Tiene una superficie de 237 metros construidos.Está distribuido en: hall, gran salón con gran galería, amplia cocina totalmente equipada, 4 dormitorios. El dormitorio principal suite con baño completo y 2 baños amplios. Muy buena distribución. El edificio está adaptado sin ninguna clase de barreras arquitectónicas. La calefacción es central y tiene aire acondicionado.Es exterior a Paseo Zorrilla el salón y dos dormitorios, teniendo toda la vivienda mucha luminosidad.La zona cuenta con todos los servicios de colegios, institutos, supermercados, comercios, medios de transporte a toda la ciudad y cercano centro de salud.Para más información o concertar una visita, mi nombre es María. Tf. 671 455 677. Buen día..;1;1;1
289000;Apartamento en calle de Santiago, nº 5;0.19910656608414654;-4,7284197;41,6511677;-4.728836;41.6501903;200;2;Piso;1;5;Centro (Valladolid Capital);Valladolid;32596.0;Alarifes inmobiliaria les ofrece una esplendida vivienda en calle santiago junto plaza mayor.tiene una superficie de 200 metros construidos.vivienda para reformar, con muchas posibilidades y poder distribuirlo a su gusto y necesidad. Tiene 2 puertas de acceso a la vivienda.dispone 3 balcones y 1 mirador exteriores a la calle santiago con vistas a calle santiago y plaza mayor. Todas posibilidades de división, para vivienda, oficinas, inversión, etc. Para más información o concertar una visita. Tf. 671 455 677. Buen día..;0;0;0
415000;Piso en Centro;0.305122011107909;None;None;-4.728921499999999;41.6492367;208;2;Piso;2;6;Centro (Valladolid Capital);Valladolid;32596.0;!!!EXCLUSIVO!!!<br/>COMERCIAL LAURA: 638 181 047<br/>Amplio piso para reformar, con muchas posibilidades, totalmente exterior, muy luminoso, y con bonitas vistas, situado en pleno centro, a escasos metros de Calle Santiago, de Plaza Zorrilla, y del Paseo Isabel la Católica, ideal para despacho o consulta más vivienda, ya que se puede dividir fácilmente por su buena distribución.<br/>Tiene una superficie total de 208 m², superficie útil de 193 m² según Catastro, actualmente distribuido en seis habitaciones, salón, dos baños, miradores, cocina amueblada, y dos despensas.<br/>La calefacción es central, las ventanas son de madera, las puertas son de madera, y los suelos son de sintasol.<br/>El edificio dispone de aparcamiento rotativo anualmente, dentro de un patio, y dispone de trastero, en la última planta del edificio.<br/>Dispone de ascensor, y recientemente, se ha instalado un elevador en el portal para adaptado a personas con movilidad reducida.<br/>¡No dude en visitarlo!.<br/>Llámenos: Keykasa inmobiliaria, calle Platerías, 5, entreplanta 3, 47003 Valladolid.<br/>;1;1;1
66900;Piso en Hospital-Rondilla-Santa Clara;1.1222866956954238;None;None;-4.7169108;41.657088200000004;56;3;Piso;1;3;Hospital-Rondilla-Santa Clara (Valladolid Capital);Valladolid;17745.0;Piso de 56 m² en Valladolid. Esta vivienda, por su amplitud, satisface las necesidades de una familia con niños. <br/><br/>Se encuentra en un 3º piso y se distribuye en acogedor salón, cocina amueblada, totalmente independiente del resto de estancias y equipada con electrodomésticos, tres dormitorios y un cuarto de baño completo con ducha. Además, el piso cuenta con terraza y para que disfrutes del buen tiempo. El inmueble es todo exterior. <br/><br/>Con orientación este, en esta casa disfrutarás del sol por las mañanas. La vivienda, está amueblada y en buen estado para que puedas instalarte cuanto antes. En cuanto a las calidades, este piso cuenta con calefacción de gas, carpintería exterior de aluminio y suelos de parquet, que da mucha calidez a la vivienda y de gres, de fácil mantenimiento y gran resistencia. <br/><br/>El Piso está situado a 5 minutos,  andando de las Universidades de Derecho,  Ciencias y del Campus Universitario. Al lado de un gran Mercadona y las pistas de Atletismo de Castilla y León,  bien comunicado a la VA-20 y la autovías de Burgos y Madrid.<br/><br/><br/>De particular a particular. Sin comisiones. Llámanos y visita esta vivienda.<br/>h1o1u5s1e2l5l;0;0;0
157800;Piso en calle Arca, nº 5 17;30.97209522300561;-4,729883;41,6208458;-4.380547900000001;41.7507281;72;2;Piso;2;2;Ciudad de la Comunicación-Argales (Valladolid Capital);Valladolid;17745.0;Vivienda en venta en la zona de Arcas Reales.<br/> Preciosa vivienda con 72 metros construidos (65 útiles) distribuidos en cocina, salón, dos dormitorios con armario empotrado y dos baños. Incluye plaza de garaje con buen acceso y amplio trastero. En finca sin barreras arquitectónicas y con zona comunitaria con piscina, jardín, pista de pádel y área de juegos infantiles. Ubicación con los servicios necesarios (supermercados, centros médicos, colegios...) y buenas comunicaciones.<br/> Vea más inmuebles pinchando en nuestro logo o a través de nuestra página soluciones-inmobiliarias.es.;1;1;1
63000;Apartamento en calle del Águila;1.6256837885749449;None;None;-4.7096449;41.648267100000005;52;3;Piso;1;2;Circula-Vadillos (Valladolid Capital);Valladolid;19662.0;Piso reformado hace 5 años en la calle Águila. Piso de unos 52 metros construidos. 2 dormitorios. 1 baño. Salon no independinete (sale 1 dormitorio del mismo). Cocina amueblada+electrodomesticos. Calefaccion de gas natural individual. Todo exterior. Reformado hace 5 años, para entrar a vivir. CON puerta de seguridad. SIN ascensor. Carpinterias: interior de sapely, exterior de aluminio con rotura de puente termico. Suelos de parquet y ceramica. Comunidad: 20..;0;0;0
149500;Piso en calle de San Luis;0.991200232102792;None;None;-4.7196098;41.6460585;100;3;Piso;2;4;Centro (Valladolid Capital);Valladolid;32596.0;Magnífico piso en perfecto estado y con ascensor, muy bien situado en el Centro de Valladolid.<br/><br/>Se trata de una vivienda muy bien conservada y semiamueblada, ¡Lista para entrar a vivir!<br/><br/>Es muy amplia. Consta de un gran salón, una cocina amueblada con electrodomésticos, 4 dormitorios, 2 baños (uno de ellos reformado con plato de ducha), hall...<br/><br/>Además, es exterior y muy soleado, con unas excelentes vistas.<br/><br/>Por otro lado, en cuanto a las calidades, tiene suelos de parquet, ventanas dobles de aluminio oscuro, armarios empotrados, puerta de entrada de seguridad, puertas interiores de sapelly, carpintería exterior seminueva, carpintería interior en buen estado, instalaciones en buen estado...<br/><br/>El piso está en una muy buena finca con ascensor y sin barreras arquitectónicas (el acceso exterior a la vivienda está adaptado a personas de movilidad reducida).<br/><br/>Se encuentra situado en la céntrica zona de Panaderos. Una zona perfectamente comunicada y con muchísimos comercios, supermercados, colegios, centros médicos, ocio y muchos más servicios.<br/><br/>Así, tanto por sus características como por su ubicación es ideal para comenzar una nueva vida.<br/><br/>Certificado Energético: G. Certificado Emisiones: G.<br/><br/>No esperes más, ¡Llama ahora y visítalo!<br/><br/>¿Necesitas financiación? ¡Nosotros nos encargamos!<br/><br/>CasaSur. Especialistas en viviendas de segunda mano.<br/>Encuentra más en nuestra web: www.casasur.es, ¡Visítanos!;1;0;0
135000;Apartamento en calle de Caamaño, cerca de Calle Oasis;2.6510724560599126;None;None;-4.724976;41.6282476;84;6-10;Piso;1;4;Las Delicias (Valladolid Capital);Valladolid;18614.0;Amplia vivienda con garaje en la Calle Caamaño, junto a la comisaría de policía. Piso de unos 84 metros construidos. 4 dormitorios. 1 baño reformado. Salon independiente. Cocina amueblada simple. Calefaccion central. 2 galerias amplias cubiertas. Orientacion este oeste. Exterior hacia la calle Caamaño y hacia la comisaría de policía. Muy luminoso. Buena orientación. Para actualizar o reformar. CON plaza de garaje en patio. CON ascensor. CON puerta de seguridad. CON doble ventana.Carpinterias: interior de madera, exterior de aluminio. Suelos de parquet y gres. Comunidad: 110 (calefaccion incluida)..;1;1;0
91000;Piso en calle del Mirlo, cerca de Calle de la Golondrina;2.1054075656882167;None;None;-4.70357;41.6489699;78;3;Piso;1;2;Belén-Pilarica (Valladolid Capital);Valladolid;19.537;Oportunidad vivienda en pajarillos totalmente reformada de dos dormitorios, cocina amueblada, muy luminoso, ascensor. Financiamos la compra de este inmueble al 100% y sin entrada!!!;1;0;0
53000;Piso en Paseo Juan Carlos I, 97, cerca de Calle de Villabáñez;6.365017754481327;-4,706395;41,648611;-4.7835223;41.6121956;61;1;Piso;1;3;Las Flores-San Isidro-Pajarillos (Valladolid Capital);Valladolid;18025.0;Piso en planta segunda situado en edificio de cinco alturas sobre rasante y una altura bajo Esta situado en la localidad de Valladolid es un municipio y una ciudad española situada en el cuadrante noroeste de la península ibérica, capital de la provincia de Valladolid, en la comunidad autónoma de Castilla León.<br/><br/>Se distribuye en tres dormitorios, salón-comedor, cocina y baño. Tiene una superficie aproximada de 61,18 m².<br/><br/>Se trata de una zona totalmente consolidada con carácter urbano y residencial<br/>Dispone de equipamientos completos: médico-sanitario, docente, religioso, comercial, zonas verdes y deportivas, con infraestructuras en buen estado de conservación y mantenimiento. <br/><br/>Buenas comunicaciones por carretera. Su estratégica posición y comunicación a través de una amplia red de autovías, alta velocidad (AVE), ferrocarril convencional.<br/><br/><br/><br/><br/>Se distribuye en tres dormitorios, salón-comedor, cocina y baño. Tiene una superficie aproximada de 61,18 m²..;0;0;0
129000;Piso en calle de la Fuente El Sol, cerca de Calle Perpendicular;1.084538510195573;None;None;-4.7337456;41.6609137;80;3;Piso;1;2;La Victoria (Valladolid Capital);Valladolid;24683.0;Venta de piso en el barrio la victoria. Tiene una superficie construida de 80 m² distribuidos en 3 habitaciones, salón, cocina y baño. Tiene como anejo una carbonera. A menos de 500 m hay colegios (c.p. Gonzalo de córdoba, c.p. Miguel delibes, c.p. Miguel delibes, c.p. Pedro gómez bosque, escuela infantil el principito...), entidades financieras, comercios (mercadona, lupa, lidl, gadis...), parques y plazas de recreo. El barrio tiene una población de 16.967 habitantes. Ideal para inversores pues es una zona donde hay bastante demanda de alquileres. A 20 minutos de la plaza mayor de valladolid. Consulte condiciones financiación. Más información en www.altabica.com.;0;0;0
115000;Piso en calle del Tranque;;None;None;;;102;5;Piso;1;3;Las Delicias (Valladolid Capital);Valladolid;18614.0;"Tu vivienda<br/>Tu inmobiliaria de confianza alquila piso en el barrio de las delicias c/ tranque situado cerca de plaza del carmen,a 2 minutos de los  institutos,  pegando al parque de la paz, con bonitas zonas verdes,  pequeño comercio, parada de autobús que comunican con cualquier punto de la cuidad, incluso parada de  fasa  renault, muy cerca de la estación de trenes y ave, un barrio que tiene todo a su alcance.";1;0;1
185000;Piso en calle de Turina;1.9338948575958064;None;None;-4.7394300000000005;41.6365963;130;6-10;Piso;2;5;Paseo Zorrilla-Campo Grande-Cuatro de Marzo (Valladolid Capital);Valladolid;25654.0;"Venta de piso con unas vistas espectaculares , al lado del corte ingles del paseo zorrilla .<br/> La vivienda cuenta con 106 metros útiles distribuidos de la siguiente manera ;5 dormitorios todos ellos amplios , baño con bañera y aseo , cocina con una despensa ,salón con chimenea , recibidor muy amplio , trastero en la azotea .<br/> La azotea es comunitaria !!";1;0;1
480000;Apartamento en Plaza de Santa Ana;0.2227403933565128;-4,7309265;41,6511875;-4.730832600839417;41.65095325;164;1;Piso;3;4;Centro (Valladolid Capital);Valladolid;32596.0;ALARIFES INMOBILIARIA les ofrece una exclusiva vivienda en Plaza Santa Ana, pleno centro de Valladolid. La vivienda tiene una superficie construida de 164 m2. Su distribución es la siguiente: hall-entrada, salón-comedor, 4 dormitorios (dormitorio principal suite), cocina amueblada con electrodomésticos y 3 baños. La vivienda toda exterior con mucha luminosidad. Tiene 2 plazas de garaje y trastero. La cuota de comunidad es 142 € mensuales.Para más información o concertar una visita, mi nombre es María. Tf. 671 455 677. Buen día.La zona en pleno centro de Valladolid cuenta con todos los servicios de supermercados, comercios, guarderías, colegios, institutos, parques, medios de transporte, etc.Para más información o concertar una visita, Tf. 671 455 677. Buen día..;1;1;1
178000;Piso en Camino Viejo de Simancas, cerca de Calle de Villalba de los Alcores;9.301895204153878;None;None;-4.8073118;41.5926433;125;1;Piso;2;4;Las Villas-Covaresa-Parque Alameda-La Rubia (Valladolid Capital);Valladolid;24575.0;Oportunidad vivienda en la rubia de cuatro dormitorios, dos baños, muy soleado, cocina amueblada, garaje, trastero,. Financiamos la compra de este inmueble sin entrada y al 100%!!!;1;1;1
51000;Apartamento en calle de Villabáñez, 11, cerca de Calle del Rincón del Esgueva;17.582697166705472;-4,7096072;41,649665;-4.5225602;41.6867731;78;2;Piso;1;3;Las Flores-San Isidro-Pajarillos (Valladolid Capital);Valladolid;18025.0;Piso en el Barrio de Pajarillos. En buen estado, para entrar a vivir sin inversión añadida, si no lo deseas. El piso se vende AMUEBLADO, con los muebles que tiene actualmente.Con una superficie de 72 m2 construidos, dispone de 3 dormitorios, salón, cocina amueblada con muebles altos y bajos, electrodomésticos: Lavadora, vitro-cerámica, horno, luz indirecta sobre encimera.Dispone de baño con plato de ducha con mampara y armario bajo lavabo. Se completa la vivienda con una galería cerrada a la que se accede desde uno de los dormitorios. Dispone también de un trastero/carbonera, situado en uno de los patios a la que se accede desde las planta baja (portal).Dos de los dormitorios son exteriores, el resto de las piezas dan a un patio de luces con buena luz.Calefacción individual mediante caldera de gas con radiadores de aluminio.Suelos de parquet en toda la vivienda, excepto en uno de los dormitorios. Gres en la cocina y baño. Ventanas de doble corredera de aluminio, y puertas de madera de sapelli. Tiene renovada toda la instalación eléctrica, con instalación de halógenos en algunas estancias. La cocina y los baños también han sido renovados sobre el origen.Cuenta en la zona con todos los servicios urbanos, colegios, centros de salud, zonas comerciales, así como una amplia gama de comercio de proximidad.No dude en solicitar una visita!.;0;0;1
275000;Piso en calle del Puente Colgante, cerca de Calle de Magallanes;1.2141796633018551;None;None;-4.7312685;41.6412311;105;3;Piso;2;3;Paseo Zorrilla-Campo Grande-Cuatro de Marzo (Valladolid Capital);Valladolid;25654.0;!!!EXCLUSIVO!!!<br/>COMERCIAL INES: 692 271 691<br/>Bonito piso, de edificación seminueva, y con garaje en el mismo edificio, muy luminoso, situado en la zona de Paseo de Zorrilla, a un paso de Plaza de Toros, a un paso de colegios, comercios, y muy bien comunicado con todas las líneas de bus.<br/>Tiene una superficie total de 105 m², superficie útil de 86 m², distribuido en tres dormitorios, dos baños, cocina amueblada con electrodomésticos, y salón.<br/>La calefacción es de gas natural, la puerta es blindada, las ventanas son de pvc, las puertas son de sapelly, y los suelos son parquet.<br/>Además dispone de ascensor, y el portal es accesible.<br/>¡No dude en visitarlo!.<br/>Llámenos: Keykasa inmobiliaria, calle Platerías, 5, entreplanta 3, 47003 Valladolid.;1;1;0
79000;Piso en Delicias;1.7702223089233784;None;None;-4.7212114000000005;41.6370036;75;3;Piso;1;2;Las Flores-San Isidro-Pajarillos (Valladolid Capital);Valladolid;18025.0;Oportunidad. Venta de vivienda en la delicias, muy buena zona, completamente reformado. Dos dormitorios, el principal con armario empotrado de diseño. Salón con terraza. Gran cocina amueblada con galería. Baño completo con ducha hidromasaje. Suelos de parquet, puertas de robles, cocina con electrodomésticos. La vivienda se deja completamente amueblada. Posibilidad de ascensor. Poca comunidad. Rodeado de todo tipo de servicios..;1;0;0
125000;Piso en calle de Canarias, nº 13;1.6543098437486623;-4,72479703466072;41,6374499031807;-4.7245384;41.6373765;101;1;Piso;2;3;Las Delicias (Valladolid Capital);Valladolid;18614.0;Piso en venta en Valladolid. Piso de 100 m2 distribuido en 3 dormitorios, 2 baños, cocina y salón – comedor. Cuenta con calefacción eléctrica, ventanas de aluminio climalit, puerta blindada, suelos de gres y dispone de ascensor. Incluye plaza de garaje y trastero.;1;1;1
160000;Piso en calle del Padre Manjón, cerca de Calle de Villanueva;1.6003637288470909;None;None;-4.7190946;41.639415;105;1;Piso;1;3;Las Delicias (Valladolid Capital);Valladolid;18614.0;"Magnífico piso completamente reformado recientemente, con ascensor y garaje; muy bien situado en la mejor zona de las Delicias.<br/><br/>Se trata de una viviente totalmente reformada nueva y muy amplia, ¡Lista para entrar a vivir!<br/><br/>Consta de 3 dormitorios, baño completo, amplio salón, cocina amueblada y equipada con electrodomésticos, hall...<br/><br/>Además, es exterior y muy soleado con 1 terraza, con salida desde el salón.<br/><br/>Por otro lado, tiene calefacción individual de gas natural y buenas calidades como: suelos de tarima flotante, ventanas de aluminio y Climalit, armario empotrado, puerta de entrada blindada, puertas interiores de roble, carpintería exterior e interior reformadas, instalaciones nuevas...<br/><br/>El piso está en una buena finca con ascensor y sin barreras arquitectónicas (acceso exterior a la vivienda adaptado a personas de movilidad reducida).<br/>Cabe destacar que cuenta con una plaza de garaje amplia.<br/><br/>Está ubicado en la mejor zona de las Delicias, junto a la Plaza del Carmen, una de las mejores zonas comerciales y con todos los servicios como: transporte, centros de salud, colegios, supermercados, restaurantes...<br/><br/>De este modo, tanto por sus características como por su ubicación es ideal para comenzar una nueva vida.<br/><br/>No esperes más, ¡Llama ahora y visítalo!<br/><br/>¿Necesitas financiación? ¡Nosotros nos encargamos!<br/><br/>CasaSur. Especialistas en viviendas de segunda mano.<br/>Muchas más viviendas te están esperando en nuestra web: www.casasur.es , ¡Visítanos!";1;1;0
114800;Apartamento en Paseo del Arco de Ladrillo;1.2058896846694862;None;None;-4.7311749;41.6412938;75;3;Apartamento;1;1;Ciudad de la Comunicación-Argales (Valladolid Capital);Valladolid;17745.0;El Conjunto Residencial del Tercer Milenio situado en el Paseo Arco Ladrillo, en la Ciudad de la Comunicación se configura como un gran proyecto constructivo rodeado de zonas verdes, y como una de las mayores apuestas de desarrollo y expansión urbanística de la ciudad de Valladolid. <br/><br/>Cuenta con una cuidada urbanización totalmente acabada y ajardinada, formada por cuatro emblemáticas torres de 11 plantas, con viviendas de 1,2 y 3 dormitorios, que incluyen plazas de garaje y trastero. La urbanización dispone de un recinto privado con una gran piscina, pista de paddle, baloncesto y sala multifuncional para uso exclusivo de los propietarios. El conjunto residencial tiene acceso general, con pórtico de entrada y caseta de conserjería.<br/><br/>Excelentes calidades. <br/>Acabados interiores en estilo “Clasic” o “Minimal”. Ambos estilos con dormitorios con armarios empotrados y preinstalación de sistema de accionamiento eléctrico, tanto en los dormitorios principales como en los salones. Los pavimentos están realizados con maderas de parquet flotante de Roble o Haya de alta calidad, carpintería exterior de doble acristalamiento mediante Climalit, sistema de calefacción individual y preinstalación en cada una de las viviendas de alarma antirrobo. <br/><br/>Posibilidad de viviendas de 1, 2 y 3 dormitorios en diferentes alturas. <br/><br/>Llámanos e infórmate.;1;1;1
230000;Piso en Plaza de los Arces, 1;0.2777351037858764;-4,7268969;41,654089;-4.7270528478818274;41.654211100000005;83;3;Piso;1;3;Centro (Valladolid Capital);Valladolid;32596.0;VIDEO INFORMATIVO: para verlo busque en youtube GRUPOSUR 23114. <br/>Les presento un bonito piso exterior  en la Plaza de Los Arces, en la esquina con la calle General Almirante, a pocos pasos de la Plaza Mayor y de  la iglesia de San Benito, en pleno centro de Valladolid. Está situado en un bonito edificio, en el que que han sido totalmente renovados el portal, las instalaciones y el tejado. El portal se ha revestido con mármol y madera y es accesible. Una preciosa vivienda  de 83 m² construidos con salón, cocina, 3 dormitorios y 1 baño  que forman un total de 75 m² útiles con una bonita distribución.  El hall de 3,52 m², da paso de frente a un pasillo que distribuye el salón y un dormitorio a la izquierda, la cocina, el baño y otro dormitorio a la derecha y el tercer dormitorio de frente. El salón es una bonita estancia de 20,35 m² con forma rectangular, y un gran ventanal exterior que  ofrece bonitas vistas de la calle General Almirante y de parte de la Plaza de los Arces. La cocina de 7.40 m², tiene forma rectangular. Su ventana está situada en un patio de manzana amplio y muy luminoso. Está totalmente equipada con mobiliario y electrodomésticos. El baño tiene 5 m² y está provisto de lavabo con encimera de mármol, cabina de ducha y ventana. Los tres dormitorios son muy amplios y luminosos, uno de ellos tiene salida a una bonita terraza acristalada de 2,40 m² exterior y situada en la calle General Almirante y dispone de armario empotrado. La calefacción es central con contadores individuales, con una cuota comunitaria de 94 euros, en la que se incluye un fijo de la calefacción y del agua caliente. Una preciosa vivienda, con estancias amplias y cómodas, ideal para disfrutar de una ubicación céntrica en nuestra ciudad sin renunciar al espacio y a la calidad de vida en una zona ideal para vivir, con un entorno apacible y de admirable belleza arquitectónica, en pleno casco histórico de la ciudad, con  gran animación social y cultural. Si desea más información o solicitar una cita para visitar la vivienda, no dude en ponerse en contacto conmigo. Me llamo Ana. Muchas gracias por su interés.<br/>;1;0;0
93500;Piso en Pajarillos;1.690875333568663;None;None;-4.7092621;41.647171500000006;83;3;Piso;1;2;Las Flores-San Isidro-Pajarillos (Valladolid Capital);Valladolid;18025.0;Bonita vivienda en el barrio de los pajarillos, muy próxima al mercadona , con reforma completa de hace siete años . Distribuida actualmente en dos habitaciones una de ellas con armario empotrado , cocina amueblada con electrodomésticos y acceso a galería cubierta, baño de buen tamaño con ducha cabina de hidromasaje , salón espacioso con salida a galería cubierta y vistas a la calle. Calefacción individual de gas , suelos de tarima, ventanas de climalit lacadas en blanco, pintura lisa. Calle tranquila y de fácil aparcamiento . Portal sin barreras arquitectónicas , ascensor. Llama para verlo. Te lo enseña inmobiliaria vallksa.;1;0;0
116800;Piso en calle de San José de Calasanz, cerca de Calle del Padre Manjón;1.6543584818323;None;None;-4.7183614;41.6391719;93;3;Piso;1;2;Las Delicias (Valladolid Capital);Valladolid;18614.0;"Oportunidad bancaria<br/>Agencia inmogestion vende este piso situado en calle san josé de calasanz, 47013, valladolid, en la planta 3. Es un piso, construido en el año 1996, que tiene 93 m² de los cuales 67 m² son útiles y dispone de 2 habitaciones y 1 baños.<br/> <br/>Valladolid es un municipio y ciudad española situada en el cuadrante noroeste de la península ibérica, capital de la provincia de valladolid y sede de las cortes y el gobierno autonómicos de castilla y león.<br/> <br/>Aprovecha esta ocasión y no dudes en llamarnos para realizar una visita y comprobarlo tú mismo, nuestros agentes te atenderán sin compromiso con la mayor profesionalidad.<br/>Promoción procedente de banco, gran oportunidad!!!<br/>Para consultar este y más inmuebles que puedan interesarle no dude en visitar nuestro sitio web.<br/>Gestión inmobiliaria inteligente<br/>www.inmogestionasturias.com<br/>Ref. Agencia 15657 <br/> <br/>Gestión inmobiliaria inteligente<br/>Encuentra más en http://www.inmogestionasturias.com";0;0;0
188000;Piso en calle de Juan García Hortelano;3.63132265316148;None;None;-4.7670347;41.636650700000004;110;2;Piso;2;3;Parquesol (Valladolid Capital);Valladolid;28580.0;Oportunidad vivienda en Parquesol de tres dormitorios, dos baños, luminoso, cocina amueblada con electrodomésticos, garaje. Financiamos la compra de este inmueble al 100%!!!;1;1;1
79000;Piso en calle Veinte Metros;38.335201919809045;None;None;-4.839534;41.3170481;88;1;Piso;1;3;Circula-Vadillos (Valladolid Capital);Valladolid;19662.0;Oportunidad vivienda en la circular de tres dormitorios, dos terrazas, muy luminoso, cocina amueblada. Financiamos la compra de este inmueble sin entrada y al 100%!!!;1;0;0
89900;Piso en Las Flores-San Isidro-Pajarillos;2.992231227871702;None;None;-4.694471599999999;41.6434019;92;2;Piso;1;3;Las Flores-San Isidro-Pajarillos (Valladolid Capital);Valladolid;18025.0;Agencia inmobiliaria de valladolid zona san isidro - pajarillos oficina tecnocasa vende: vivienda en c/ tórtola que cuenta con 80 metros útiles distribuidos en tres dormitorios dobles de forma independiente, salón comedor, galería cubierta con vistas al centro de salud, cuarto de baño reformado con plato de ducha y cocina amueblada y equipada con electodómesticos. La vivienda cuenta con dos ascensores y calefacción central. Excelente ubicación junto a c/ cigüeña, a 1 minuto a pie de farmacias, centros educativos, supermercados, paradas de autobús y a 5 minutos a pie de la plaza circular. Posibilidad de financiar el 100% de la vivienda. Consulte condiciones en nuestra oficina de c/ cigüeña n°13..;1;0;0
119900;Piso en La Victoria;1.394585892406357;None;None;-4.7356991;41.6633135;98;1;Piso;1;3;La Victoria (Valladolid Capital);Valladolid;24683.0;OPORTUNIDAD!!! Para entrar a vivir, vivienda totalmente reformada, distribuida en 3 dormitorios, salón, cocina, baño y buhardilla habilitada con acceso desde el salón. Todo independiente. Cocina completamente amueblada con electrodomésticos.  CINCO armarios empotrados. Ventanas de pvc con climalit, tarima flotante, calefacción individual de gas natural. Posibilidad adquirir local con acceso desde la calle y la propia vivienda, con una superficie de 70 metros, dotado de aseo,  con distintas posibilidades, garaje, merendero, almacén... No deje de verlo, llame al 635_234_501;0;1;0
