precio20;precio21;titulo_x;metros;planta;tipo_vivienda;n_banos;n_habitaciones;barrio;ciudad_x;renta_media_barrio_persona_x;descripcion;titulo_y;dist_centro;long;lat;long_;lat_;desc;True;ascensor;garaje;trastero;evol_precio
395000;380000;Piso en venta en Calle del General Ruiz, nº 1 en Caño Argales por 395.000 €;185;2;Piso;3;6;Caño Argales (Valladolid Capital);Valladolid;25912.0;¿Sois familia numerosa y necesitas una gran vivienda? General Ruiz, en pleno centro de Valladolid. Te presentamos una vivienda de seis dormitorios, salón con terraza alargada de 15m2, tres baños completos con bañeras y amplia cocina con muebles. Plaza de garaje en sótano. Todo exterior en esquina. El edificio cuenta con dos ascensores. Necesita mejoras. ¡No lo dudes más, y ven a visitarla! Solicita una visita ahora a través del 983.29.22.88 o rellena el formulario que encontrarás aquí debajo. Ponte en contacto con nosotros y te proporcionaremos toda la información que necesites sobre esta y otras ofertas de viviendas en venta en Valladolid y alrededores..  .;Piso en calle del General Ruiz;0.6924035096396808;None;None;-4.7240303;41.646724400000004;Excepcional piso en venta con plaza de garaje en la calle General Ruiz. Si lo que quieres es disfrutar de todas las ventajas de vivir en pleno centro de la ciudad, en una vivienda amplia, luminosa sin tener además que preocuparte de dónde dejar tu coche, ésta es tu casa. <br/> Vivienda en planta segunda sobre el total de las ocho que dispone el edificio. El piso ofrece 185 m2 construidos y 179 m2 útiles distribuidos en un amplio recibidor, salón comedor con acceso a terraza de 15 m2, pasillo distribuidor que reparte a ambos lados de la casa seis dormitorios independientes y una gran cocina con despensa. La calefacción es central con contadores individuales.<br/> La finca dispone de varios ascensores, salva escaleras y cuenta con los patios y la cubierta renovados. En el precio está incluida una amplia plaza de garaje.<br/> Si quieres vivir a un minuto de la mejor zona de la ciudad, no lo dudes. ¡Infórmate!;both;1;1;0;15000
395000;380000;Piso en venta en Calle del General Ruiz en Caño Argales por 395.000 €;185;2;Piso;3;6;Caño Argales (Valladolid Capital);Valladolid;25912.0;Excepcional piso en venta con plaza de garaje en la calle General Ruiz. Si lo que quieres es disfrutar de todas las ventajas de vivir en pleno centro de la ciudad, en una vivienda amplia, luminosa sin tener además que preocuparte de dónde dejar tu coche, ésta es tu casa. .  Vivienda en planta segunda sobre el total de las ocho que dispone el edificio. El piso ofrece 185 m2 construidos y 179 m2 útiles distribuidos en un amplio recibidor, salón comedor con acceso a terraza de 15 m2, pasillo distribuidor que reparte a ambos lados de la casa seis dormitorios independientes y una gran cocina con despensa. La calefacción es central con contadores individuales..  La finca dispone de varios ascensores, salva escaleras y cuenta con los patios y la cubierta renovados. En el precio está incluida una amplia plaza de garaje..  Si quieres vivir a un minuto de la mejor zona de la ciudad, no lo dudes. ¡Infórmate!;Piso en calle del General Ruiz, 1;0.6924035096396808;-4,72465324;41,64665;-4.7240303;41.646724400000004;¿Sois familia numerosa y necesitas una gran vivienda? General Ruiz, en pleno centro de Valladolid. Te presentamos una vivienda de seis dormitorios, salón con terraza alargada de 15m2, tres baños completos con bañeras y amplia cocina con muebles. Plaza de garaje en sótano. Todo exterior en esquina. El edificio cuenta con dos ascensores. Necesita mejoras. ¡No lo dudes más, y ven a visitarla! Solicita una visita ahora a través del 983.29.22.88 o rellena el formulario que encontrarás aquí debajo. Ponte en contacto con nosotros y te proporcionaremos toda la información que necesites sobre esta y otras ofertas de viviendas en venta en Valladolid y alrededores.;both;1;1;0;15000
395000;380000;Piso en venta en Calle del General Ruiz en Caño Argales por 395.000 €;185;2;Piso;3;6;Caño Argales (Valladolid Capital);Valladolid;25912.0;Excepcional piso en venta con plaza de garaje en la calle General Ruiz. Si lo que quieres es disfrutar de todas las ventajas de vivir en pleno centro de la ciudad, en una vivienda amplia, luminosa sin tener además que preocuparte de dónde dejar tu coche, ésta es tu casa. .  Vivienda en planta segunda sobre el total de las ocho que dispone el edificio. El piso ofrece 185 m2 construidos y 179 m2 útiles distribuidos en un amplio recibidor, salón comedor con acceso a terraza de 15 m2, pasillo distribuidor que reparte a ambos lados de la casa seis dormitorios independientes y una gran cocina con despensa. La calefacción es central con contadores individuales..  La finca dispone de varios ascensores, salva escaleras y cuenta con los patios y la cubierta renovados. En el precio está incluida una amplia plaza de garaje..  Si quieres vivir a un minuto de la mejor zona de la ciudad, no lo dudes. ¡Infórmate!;Piso en calle del General Ruiz;0.6924035096396808;None;None;-4.7240303;41.646724400000004;Excepcional piso en venta con plaza de garaje en la calle General Ruiz. Si lo que quieres es disfrutar de todas las ventajas de vivir en pleno centro de la ciudad, en una vivienda amplia, luminosa sin tener además que preocuparte de dónde dejar tu coche, ésta es tu casa. <br/> Vivienda en planta segunda sobre el total de las ocho que dispone el edificio. El piso ofrece 185 m2 construidos y 179 m2 útiles distribuidos en un amplio recibidor, salón comedor con acceso a terraza de 15 m2, pasillo distribuidor que reparte a ambos lados de la casa seis dormitorios independientes y una gran cocina con despensa. La calefacción es central con contadores individuales.<br/> La finca dispone de varios ascensores, salva escaleras y cuenta con los patios y la cubierta renovados. En el precio está incluida una amplia plaza de garaje.<br/> Si quieres vivir a un minuto de la mejor zona de la ciudad, no lo dudes. ¡Infórmate!;both;1;1;0;15000
395000;380000;Piso en venta en Centro en Caño Argales por 395.000 €;185;2;Piso;3;6;Caño Argales (Valladolid Capital);Valladolid;25912.0;Excepcional piso en venta con plaza de garaje en la calle General Ruiz. Si lo que quieres es disfrutar de todas las ventajas de vivir en pleno centro de la ciudad, en una vivienda amplia, luminosa sin tener además que preocuparte de dónde dejar tu coche, ésta es tu casa. Vivienda en planta segunda sobre el total de las ocho que dispone el edificio. El piso ofrece 185 m2 construidos y 179 m2 útiles distribuidos en un amplio recibidor, salón comedor con acceso a terraza de 15 m2, pasillo distribuidor que reparte a ambos lados de la casa seis dormitorios independientes y una gran cocina con despensa. La calefacción es central con contadores individuales.La finca dispone de varios ascensores, salva escaleras y cuenta con los patios y la cubierta renovados. En el precio está incluida una amplia plaza de garaje.Si quieres vivir a un minuto de la mejor zona de la ciudad, no lo dudes. ¡Infórmate.;Piso en calle del General Ruiz, 1;0.6924035096396808;-4,72465324;41,64665;-4.7240303;41.646724400000004;¿Sois familia numerosa y necesitas una gran vivienda? General Ruiz, en pleno centro de Valladolid. Te presentamos una vivienda de seis dormitorios, salón con terraza alargada de 15m2, tres baños completos con bañeras y amplia cocina con muebles. Plaza de garaje en sótano. Todo exterior en esquina. El edificio cuenta con dos ascensores. Necesita mejoras. ¡No lo dudes más, y ven a visitarla! Solicita una visita ahora a través del 983.29.22.88 o rellena el formulario que encontrarás aquí debajo. Ponte en contacto con nosotros y te proporcionaremos toda la información que necesites sobre esta y otras ofertas de viviendas en venta en Valladolid y alrededores.;both;1;1;0;15000
395000;380000;Piso en venta en Centro en Caño Argales por 395.000 €;185;2;Piso;3;6;Caño Argales (Valladolid Capital);Valladolid;25912.0;Excepcional piso en venta con plaza de garaje en la calle General Ruiz. Si lo que quieres es disfrutar de todas las ventajas de vivir en pleno centro de la ciudad, en una vivienda amplia, luminosa sin tener además que preocuparte de dónde dejar tu coche, ésta es tu casa. Vivienda en planta segunda sobre el total de las ocho que dispone el edificio. El piso ofrece 185 m2 construidos y 179 m2 útiles distribuidos en un amplio recibidor, salón comedor con acceso a terraza de 15 m2, pasillo distribuidor que reparte a ambos lados de la casa seis dormitorios independientes y una gran cocina con despensa. La calefacción es central con contadores individuales.La finca dispone de varios ascensores, salva escaleras y cuenta con los patios y la cubierta renovados. En el precio está incluida una amplia plaza de garaje.Si quieres vivir a un minuto de la mejor zona de la ciudad, no lo dudes. ¡Infórmate.;Piso en calle del General Ruiz;0.6924035096396808;None;None;-4.7240303;41.646724400000004;Excepcional piso en venta con plaza de garaje en la calle General Ruiz. Si lo que quieres es disfrutar de todas las ventajas de vivir en pleno centro de la ciudad, en una vivienda amplia, luminosa sin tener además que preocuparte de dónde dejar tu coche, ésta es tu casa. <br/> Vivienda en planta segunda sobre el total de las ocho que dispone el edificio. El piso ofrece 185 m2 construidos y 179 m2 útiles distribuidos en un amplio recibidor, salón comedor con acceso a terraza de 15 m2, pasillo distribuidor que reparte a ambos lados de la casa seis dormitorios independientes y una gran cocina con despensa. La calefacción es central con contadores individuales.<br/> La finca dispone de varios ascensores, salva escaleras y cuenta con los patios y la cubierta renovados. En el precio está incluida una amplia plaza de garaje.<br/> Si quieres vivir a un minuto de la mejor zona de la ciudad, no lo dudes. ¡Infórmate!;both;1;1;0;15000
179000;175000;Piso en venta en Camino Viejo de Simancas, nº 8 en Las Villas-Covaresa-Parque Alameda-La Rubia por 179.000 €;100;1;Piso;2;3;Las Villas-Covaresa-Parque Alameda-La Rubia (Valladolid Capital);Valladolid;24575.0;"Fincas Casquero vende estupendo piso al final de paseo Zorrilla ,es un buena zona y amplia dispone de buenos servicios cercano al centro comercia vall-sur y al corte ingles del paseo de zorrilla,la vivienda es grande cuenta con 102 metros cuadrados ,con tres dormitorios amplios , dos armarios empotrados ,un baño y aseo ,cocina y salón ; los suelos son de tarima  ,las ventanas de aluminio de climalit,las puertas de speli , la vivienda es toda exterior.cuenta con plaza de garaje y trastero.";Piso en Camino Viejo de Simancas, nº 8;9.301895204153878;-4,74473;41,628;-4.8073118;41.5926433;"Fincas Casquero vende estupendo piso al final de paseo Zorrilla ,es un buena zona y amplia dispone de buenos servicios cercano al centro comercia vall-sur y al corte ingles del paseo de zorrilla,la vivienda es grande cuenta con 102 metros cuadrados ,con tres dormitorios amplios , dos armarios empotrados ,un baño y aseo ,cocina y salón ; los suelos son de tarima  ,las ventanas de aluminio de climalit,las puertas de speli , la vivienda es toda exterior.cuenta con plaza de garaje y trastero.";both;1;1;1;4000
150000;150000;Piso en venta en Calle del Puente Colgante, cerca de Calle de las Mercedes en Paseo Zorrilla-Campo Grande-Cuatro de Marzo por 150.000 €;68;6-10;Piso;1;2;Paseo Zorrilla-Campo Grande-Cuatro de Marzo (Valladolid Capital);Valladolid;25654.0;Vivienda de dos dormitorios reformada completamente hace unos cinco años. Calefacción individual de gas. Luminosa y soleada. Ascensor. Zona céntrica con todos los servicios y junto estaciones. Ahora alquilada, ideal como inversión.;Piso en calle del Puente Colgante, cerca de Calle de las Mercedes;1.2141796633018551;None;None;-4.7312685;41.6412311;Vivienda de dos dormitorios reformada completamente hace unos cinco años. Calefacción individual de gas. Luminosa y soleada. Ascensor. Zona céntrica con todos los servicios y junto estaciones. Ahora alquilada, ideal como inversión.;both;1;0;0;0
139000;139000;Piso en venta en Paseo de Zorrilla, nº 94 en Paseo Zorrilla-Campo Grande-Cuatro de Marzo por 139.000 €;85;5;Piso;1;3;Paseo Zorrilla-Campo Grande-Cuatro de Marzo (Valladolid Capital);Valladolid;25654.0;"Iberfinca soluciones inmobiliarias vende un piso para reformar en el paseo de zorrilla, frente a la plaza de toros y muy cerca de el corte inglés. Tiene una superficie aproximada de 78 metros cuadrados con la siguiente distribución: cocina / office con salida a una galería; salón independiente con acceso a una terraza; 3 dormitorios y un baño con bañera. Los suelos son de cerámica; puertas sapelly; ventanas de aluminio; magnífica orientación oeste y buena altura. La calefacción es central, ascendiendo los gastos de comunidad a 180 euros mensuales.el portal tiene 2 ascensores y carece de barreras arquitectónicas. La finca tiene portero físico,la zona en la que se ubica dispone de supermercados, centro de ocio, zonas escolares y centro de salud. Si desea más información puede ponerse en contacto con iberfinca soluciones inmobiliarias en el número de teléfono 983 35 57 32 o pasar por nuestra oficina de paseo de zorrilla 52, donde le daremos el trato personalizado que usted precisa, ya que somos una empresa de servicios con experiencia de más de 30 años y conocimiento profundo del sector inmobiliario en valladolid. Nuestra empresa cuenta con un equipo de profesionales que garantiza la transparencia de las transacciones inmobiliarias trabajando con lealtad y efectividad en todas las operaciones, aportando toda nuestra experiencia y preparación.";Piso en Paseo de Zorrilla, nº 94;0.7013216022532431;-4,73877;41,6398;-4.7321025;41.6462515;"Iberfinca soluciones inmobiliarias vende un piso para reformar en el paseo de zorrilla, frente a la plaza de toros y muy cerca de el corte inglés. Tiene una superficie aproximada de 78 metros cuadrados con la siguiente distribución: cocina / office con salida a una galería; salón independiente con acceso a una terraza; 3 dormitorios y un baño con bañera. Los suelos son de cerámica; puertas sapelly; ventanas de aluminio; magnífica orientación oeste y buena altura. La calefacción es central, ascendiendo los gastos de comunidad a 180 euros mensuales.el portal tiene 2 ascensores y carece de barreras arquitectónicas. La finca tiene portero físico,la zona en la que se ubica dispone de supermercados, centro de ocio, zonas escolares y centro de salud. Si desea más información puede ponerse en contacto con iberfinca soluciones inmobiliarias en el número de teléfono 983 35 57 32 o pasar por nuestra oficina de paseo de zorrilla 52, donde le daremos el trato personalizado que usted precisa, ya que somos una empresa de servicios con experiencia de más de 30 años y conocimiento profundo del sector inmobiliario en valladolid. Nuestra empresa cuenta con un equipo de profesionales que garantiza la transparencia de las transacciones inmobiliarias trabajando con lealtad y efectividad en todas las operaciones, aportando toda nuestra experiencia y preparación.";both;1;0;0;0
120000;120000;Apartamento en venta en Paseo de Zorrilla, cerca de Carretera a Rueda en Camino de la Esperanza-Arturo León por 120.000 €;74;3;Piso;1;3;Camino de la Esperanza-Arturo León (Valladolid Capital);Valladolid;19537.0;Piso de unos 60 metros útiles. 3 habitaciones. 1 baño. Salón independiente. Cocina amueblada simple.Calefacción gas natural. Terraza cubierta. 4 alturas del edificio, 2 pisos por planta. Todo exterior.Para entrar a vivir.CON trastero. CON 1 empotrado.Carpinterias: interior madera cerezo, exterior para cambiar. Suelos de gress. Reformados: cocina, baño, puertas, suelo, instalacion eléctrica. Comunidad: 30..;Apartamento en Paseo de Zorrilla, cerca de Carretera a Rueda;0.7013216022532431;None;None;-4.7321025;41.6462515;Piso de unos 60 metros útiles. 3 habitaciones. 1 baño. Salón independiente. Cocina amueblada simple.Calefacción gas natural. Terraza cubierta. 4 alturas del edificio, 2 pisos por planta. Todo exterior.Para entrar a vivir.CON trastero. CON 1 empotrado.Carpinterias: interior madera cerezo, exterior para cambiar. Suelos de gress. Reformados: cocina, baño, puertas, suelo, instalacion eléctrica. Comunidad: 30..;both;0;0;1;0
128000;125000;Piso en venta en Calle de Canarias, nº 13 en Las Delicias por 128.000 €;101;1;Piso;2;3;Las Delicias (Valladolid Capital);Valladolid;18614.0;.  .  ¿Buscas vivienda de reciente construcción? Calle Canarias, una de las mejores zonas de Las Delicias. En venta, vivienda en perfecto estado de tres dormitorios, cocina equipada con electrodomésticos, dos baños con bañeras y salón. La calefacción es eléctrica por acumuladores. El edificio, cuenta con ascensor  y dos cuartos para guardar las bicicletas. Además, la vivienda incluye un trastero situado en la azotea y una plaza de garaje en un porche cubierto. ¿Te animas a verlo? Llámanos y te lo enseñamos. Solicita una visita ahora a través del 983.29.22.88 o rellena el formulario que encontrarás aquí debajo. Ponte en contacto con nosotros y te proporcionaremos toda la información que necesites sobre esta y otras ofertas de viviendas en venta en Valladolid y alrededores..;Piso en calle de Canarias, 13;1.6543098437486623;-4,72479725;41,63745;-4.7245384;41.6373765;¿Buscas vivienda de reciente construcción? Calle Canarias, una de las mejores zonas de Las Delicias. En venta, vivienda en perfecto estado de tres dormitorios, cocina equipada con electrodomésticos, dos baños con bañeras y salón. La calefacción es eléctrica por acumuladores. El edificio, cuenta con ascensor  y dos cuartos para guardar las bicicletas. Además, la vivienda incluye un trastero situado en la azotea y una plaza de garaje en un porche cubierto. ¿Te animas a verlo? Llámanos y te lo enseñamos. Solicita una visita ahora a través del 983.29.22.88 o rellena el formulario que encontrarás aquí debajo. Ponte en contacto con nosotros y te proporcionaremos toda la información que necesites sobre esta y otras ofertas de viviendas en venta en Valladolid y alrededores.;both;1;1;1;3000
128000;125000;Piso en venta en Calle de Canarias, nº 13 en Las Delicias por 128.000 €;101;1;Piso;2;3;Las Delicias (Valladolid Capital);Valladolid;18614.0;.  .  ¿Buscas vivienda de reciente construcción? Calle Canarias, una de las mejores zonas de Las Delicias. En venta, vivienda en perfecto estado de tres dormitorios, cocina equipada con electrodomésticos, dos baños con bañeras y salón. La calefacción es eléctrica por acumuladores. El edificio, cuenta con ascensor  y dos cuartos para guardar las bicicletas. Además, la vivienda incluye un trastero situado en la azotea y una plaza de garaje en un porche cubierto. ¿Te animas a verlo? Llámanos y te lo enseñamos. Solicita una visita ahora a través del 983.29.22.88 o rellena el formulario que encontrarás aquí debajo. Ponte en contacto con nosotros y te proporcionaremos toda la información que necesites sobre esta y otras ofertas de viviendas en venta en Valladolid y alrededores..;Piso en calle de Canarias, nº 13;1.6543098437486623;-4,72479703466072;41,6374499031807;-4.7245384;41.6373765;Piso en venta en Valladolid. Piso de 100 m2 distribuido en 3 dormitorios, 2 baños, cocina y salón – comedor. Cuenta con calefacción eléctrica, ventanas de aluminio climalit, puerta blindada, suelos de gres y dispone de ascensor. Incluye plaza de garaje y trastero.;both;1;1;1;3000
128000;125000;Piso en venta en Calle de Canarias, nº 13 en Las Delicias por 128.000 €;101;1;Piso;2;3;Las Delicias (Valladolid Capital);Valladolid;18614.0;Piso en venta en Valladolid. Piso de 100 m2 distribuido en 3 dormitorios, 2 baños, cocina y salón – comedor. Cuenta con calefacción eléctrica, ventanas de aluminio climalit, puerta blindada, suelos de gres y dispone de ascensor. Incluye plaza de garaje y trastero.;Piso en calle de Canarias, 13;1.6543098437486623;-4,72479725;41,63745;-4.7245384;41.6373765;¿Buscas vivienda de reciente construcción? Calle Canarias, una de las mejores zonas de Las Delicias. En venta, vivienda en perfecto estado de tres dormitorios, cocina equipada con electrodomésticos, dos baños con bañeras y salón. La calefacción es eléctrica por acumuladores. El edificio, cuenta con ascensor  y dos cuartos para guardar las bicicletas. Además, la vivienda incluye un trastero situado en la azotea y una plaza de garaje en un porche cubierto. ¿Te animas a verlo? Llámanos y te lo enseñamos. Solicita una visita ahora a través del 983.29.22.88 o rellena el formulario que encontrarás aquí debajo. Ponte en contacto con nosotros y te proporcionaremos toda la información que necesites sobre esta y otras ofertas de viviendas en venta en Valladolid y alrededores.;both;1;1;1;3000
128000;125000;Piso en venta en Calle de Canarias, nº 13 en Las Delicias por 128.000 €;101;1;Piso;2;3;Las Delicias (Valladolid Capital);Valladolid;18614.0;Piso en venta en Valladolid. Piso de 100 m2 distribuido en 3 dormitorios, 2 baños, cocina y salón – comedor. Cuenta con calefacción eléctrica, ventanas de aluminio climalit, puerta blindada, suelos de gres y dispone de ascensor. Incluye plaza de garaje y trastero.;Piso en calle de Canarias, nº 13;1.6543098437486623;-4,72479703466072;41,6374499031807;-4.7245384;41.6373765;Piso en venta en Valladolid. Piso de 100 m2 distribuido en 3 dormitorios, 2 baños, cocina y salón – comedor. Cuenta con calefacción eléctrica, ventanas de aluminio climalit, puerta blindada, suelos de gres y dispone de ascensor. Incluye plaza de garaje y trastero.;both;1;1;1;3000
73000;59000;Piso en venta en Calle de Andalucía en Las Delicias por 73.000 €;63;2;Piso;1;2;Las Delicias (Valladolid Capital);Valladolid;18614.0;Piso en delicias, exterior y muy luminoso, sol todo el dia, segundo sin ascensor. Consta de 2 dormitorios, 1 baño, salón, cocina completamente equipada, terraza con acceso desde la cocina. Ventanas de climalit, paredes lisas, puerta blindada. Calefacción de gas natural individual. ¡¡¡¡Visítelo con inmoesgueva!!!!! Posibilidad de financiación 100% cuota aproximada mensual 253€;Piso en calle de Andalucía;1.3810744903280052;None;None;-4.716749;41.64321629999999;Piso en delicias, exterior y muy luminoso, sol todo el dia, segundo sin ascensor. Consta de 2 dormitorios, 1 baño, salón, cocina completamente equipada, terraza con acceso desde la cocina. Ventanas de climalit, paredes lisas, puerta blindada. Calefacción de gas natural individual. ¡¡¡¡Visítelo con inmoesgueva!!!!!;both;0;0;0;14000
139900;139900;Piso en venta en Entre Circular-Vadillos en Circula-Vadillos por 139.900 €;100;1;Piso;1;3;Circula-Vadillos (Valladolid Capital);Valladolid;19662.0;Entre circular y vadillos, amplia vivienda  de 3 dormitorios y 1 baño, para entrar a vivir! Calefaccion central,  garaje en el propio edificio con acceso directo desde el ascensor!! Ven a verlo sin compromiso!! Llama al 6_5_2_1_1_0_7_9_8;Piso en Entre Circular-Vadillos;1.0169303692529603;None;None;-4.717755;41.6476588;Entre circular y vadillos, amplia vivienda  de 3 dormitorios y 1 baño, para entrar a vivir! Calefaccion central,  garaje en el propio edificio con acceso directo desde el ascensor!! Ven a verlo sin compromiso!! Llama al 6_5_2_1_1_0_7_9_8;both;1;1;0;0
195000;195000;Apartamento en venta en Calle de San Isidro en Circula-Vadillos por 195.000 €;125;6-10;Piso;2;4;Circula-Vadillos (Valladolid Capital);Valladolid;19662.0;En la zona de Plaza Circular. Paseo San Isidro. Vivienda con una Iluminación y Dimensiones Extraordinarias. Totalmente exterior.Con una excelente distribución que aporta a sus 4 habitaciones un espacio abierto y siempre con luz.Salón con una amplia Terraza con vistas a la ciudad y a la plaza Circular. Cocina nueva, amueblada, con una Galería abierta que proporciona espacio y luz para facilitar su uso.Dos baños de acceso común en el distribuidor. Gran Hall de entrada independiente. Garaje incluido.Servicios centrales comunitarios, que aportan comodidad y ahorro con sus contadores individuales.Todas las comunicaciones cercanas y rodeado de una gran zona comercial..;Apartamento en calle de San Isidro;1.229370925532622;None;None;-4.7161024000000005;41.645994;En la zona de Plaza Circular. Paseo San Isidro. Vivienda con una Iluminación y Dimensiones Extraordinarias. Totalmente exterior.Con una excelente distribución que aporta a sus 4 habitaciones un espacio abierto y siempre con luz.Salón con una amplia Terraza con vistas a la ciudad y a la plaza Circular. Cocina nueva, amueblada, con una Galería abierta que proporciona espacio y luz para facilitar su uso.Dos baños de acceso común en el distribuidor. Gran Hall de entrada independiente. Garaje incluido.Servicios centrales comunitarios, que aportan comodidad y ahorro con sus contadores individuales.Todas las comunicaciones cercanas y rodeado de una gran zona comercial..;both;1;1;0;0
105000;105000;Apartamento en venta en Rondilla - Santa Clara en Hospital-Rondilla-Santa Clara por 105.000 €;80;4;Piso;1;3;Hospital-Rondilla-Santa Clara (Valladolid Capital);Valladolid;17745.0;Piso de unos 64 metros útiles. 3 habitaciones. 1 baño. Salon independiente. Cocina amueblada+electrodomesticos. Sin calefaccion. Terraza 4 metros. Orientacion sur. Para actualizar. CON ascensor.Carpinterias: interior origen, exterior madera. suelos de terrazo. Acceso ascensor rampa. Tejado y patios arreglados. Año: 1972. Comunidad: 50..;Apartamento en Rondilla - Santa Clara;1.2638236558193576;None;None;-4.7222867;41.6623402;Piso de unos 64 metros útiles. 3 habitaciones. 1 baño. Salon independiente. Cocina amueblada+electrodomesticos. Sin calefaccion. Terraza 4 metros. Orientacion sur. Para actualizar. CON ascensor.Carpinterias: interior origen, exterior madera. suelos de terrazo. Acceso ascensor rampa. Tejado y patios arreglados. Año: 1972. Comunidad: 50..;both;1;0;0;0
105000;105000;Apartamento en venta en Calle del Pelícano en Las Flores-San Isidro-Pajarillos por 105.000 €;86;1;Piso;1;3;Las Flores-San Isidro-Pajarillos (Valladolid Capital);Valladolid;18025.0;Piso de unos 69 metros útiles. 3 habitaciones. 1 baño. Salón NO independiente. Cocina amueblada+electrodomésticos.Calefacción central. Terraza (de 5 metros). Todo exterior.Para entrar o actualizar. Portal reformado.CON ascensor. CON puerta de seguridad. CON doble ventana.Carpinterias: interior roble sapelly nueva, exterior madera y aluminio. Suelos de terrazo. Año: 1976. Comunidad: 130 calefaccion..;Apartamento en calle del Pelícano;1.7662968074045104;None;None;-4.7086783;41.646373700000005;Piso de unos 69 metros útiles. 3 habitaciones. 1 baño. Salón NO independiente. Cocina amueblada+electrodomésticos.Calefacción central. Terraza (de 5 metros). Todo exterior.Para entrar o actualizar. Portal reformado.CON ascensor. CON puerta de seguridad. CON doble ventana.Carpinterias: interior roble sapelly nueva, exterior madera y aluminio. Suelos de terrazo. Año: 1976. Comunidad: 130 calefaccion..;both;1;0;0;0
185000;162000;Piso en venta en Plaza de los Ferroviarios, nº 5 en Paseo Zorrilla-Campo Grande-Cuatro de Marzo por 185.000 €;104;3;Piso;2;4;Paseo Zorrilla-Campo Grande-Cuatro de Marzo (Valladolid Capital);Valladolid;25654.0;"""IBERFINCA SOLUCIONES INMOBILIARIAS vende en exclusiva una vivienda, totalmente exterior, en la Plaza Ferroviarios, en Arco de Ladrillo.La vivienda tiene una superficie útil de 90 metros cuadrados distribuida en hall de entrada; cocina amueblada con electrodomésticos; amplio salón independiente; 4 dormitorios y 2 baños con bañera.Los suelos de la vivienda son de gres; puertas interiores de madera; puerta de entrada de seguridad; ventanas dobles de aluminio lacadas en verde; tiene 3 armarios empotrados; calefacción central; aire acondicionado en el salón. La orientación es norte-oeste. Los gastos de comunidad ascienden a 145 euros mensuales, incluyendo calefacción y agua caliente y fría.La vivienda dispone de una plaza de garaje en sótano primero del edificio y de un trastero situado en la planta quinta.El edificio dispone de ascensor y el portal carece de barreras arquitectónicas.Si desea más información puede ponerse en contacto con IBERFINCA SOLUCIONES INMOBILIARIAS en el número de teléfono 983 35 57 32 o puede pasar a visitarnos por nuestra oficina de Paseo de Zorrilla 52, donde le daremos el trato personalizado que usted precisa, ya que somos una empresa de servicios con experiencia de más de 30 años y conocimiento profundo del sector inmobiliario en Valladolid. Nuestra empresa cuenta con un equipo de profesionales que garantiza la transparencia de las transacciones inmobiliarias trabajando con lealtad y efectividad en todas las operaciones, aportando toda nuestra experiencia y preparación.""";Piso en Plaza de los Ferroviarios, nº 5;1.3668012020728777;-4,73050133671488;41,6396939366855;-4.73049420364337;41.63975055;"""IBERFINCA SOLUCIONES INMOBILIARIAS vende en exclusiva una vivienda, totalmente exterior, en la Plaza Ferroviarios, en Arco de Ladrillo.<br/><br/>La vivienda tiene una superficie útil de 90 metros cuadrados distribuida en hall de entrada; cocina amueblada con electrodomésticos; amplio salón independiente; 4 dormitorios y 2 baños con bañera.<br/><br/>Los suelos de la vivienda son de gres; puertas interiores de madera; puerta de entrada de seguridad; ventanas dobles de aluminio lacadas en verde; tiene 3 armarios empotrados; calefacción central; aire acondicionado en el salón. La orientación es norte-oeste. Los gastos de comunidad ascienden a 145 euros mensuales, incluyendo calefacción y agua caliente y fría.<br/><br/>La vivienda dispone de una plaza de garaje en sótano primero del edificio y de un trastero situado en la planta quinta.<br/><br/>El edificio dispone de ascensor y el portal carece de barreras arquitectónicas.<br/><br/>Si desea más información puede ponerse en contacto con IBERFINCA SOLUCIONES INMOBILIARIAS en el número de teléfono 983 35 57 32 o puede pasar a visitarnos por nuestra oficina de Paseo de Zorrilla 52, donde le daremos el trato personalizado que usted precisa, ya que somos una empresa de servicios con experiencia de más de 30 años y conocimiento profundo del sector inmobiliario en Valladolid. Nuestra empresa cuenta con un equipo de profesionales que garantiza la transparencia de las transacciones inmobiliarias trabajando con lealtad y efectividad en todas las operaciones, aportando toda nuestra experiencia y preparación.""";both;1;1;1;23000
